"experiment_group","user_id","count_transactions","avg_revenue","sum_revenue"
A,101309,0,0,0
A,101317,0,0,0
A,101318,0,0,0
A,101320,0,0,0
A,101321,0,0,0
A,101323,0,0,0
A,101325,0,0,0
A,101327,0,0,0
A,101329,0,0,0
A,101330,0,0,0
A,101331,0,0,0
A,101332,0,0,0
A,101333,0,0,0
A,101334,0,0,0
A,101336,0,0,0
A,101337,0,0,0
A,101338,0,0,0
A,101340,0,0,0
A,101342,0,0,0
A,101344,0,0,0
A,101345,5,40.21,201.06
A,101347,0,0,0
A,101348,0,0,0
A,101351,0,0,0
A,101352,4,20.49,81.96
A,101358,0,0,0
A,101360,2,9.74,19.47
A,101362,0,0,0
A,101366,0,0,0
A,101367,0,0,0
A,101368,0,0,0
A,101371,0,0,0
A,101373,0,0,0
A,101376,0,0,0
A,101377,0,0,0
A,101379,0,0,0
A,101382,0,0,0
A,101388,8,29.79,238.35
A,101390,0,0,0
A,101392,0,0,0
A,101399,0,0,0
A,101401,0,0,0
A,101404,0,0,0
A,101406,0,0,0
A,101407,0,0,0
A,101408,0,0,0
A,101412,0,0,0
A,101413,0,0,0
A,101417,0,0,0
A,101422,0,0,0
A,101426,0,0,0
A,101427,0,0,0
A,101431,0,0,0
A,101434,0,0,0
A,101435,0,0,0
A,101440,0,0,0
A,101441,0,0,0
A,101442,0,0,0
A,101447,0,0,0
A,101449,0,0,0
A,101450,0,0,0
A,101454,0,0,0
A,101459,0,0,0
A,101461,0,0,0
A,101462,0,0,0
A,101467,2,38.79,77.59
A,101468,2,13.29,26.59
A,101469,0,0,0
A,101472,0,0,0
A,101476,0,0,0
A,101478,1,13.93,13.93
A,101480,1,12.66,12.66
A,101483,0,0,0
A,101484,0,0,0
A,101485,0,0,0
A,101486,0,0,0
A,101487,0,0,0
A,101490,0,0,0
A,101492,0,0,0
A,101498,0,0,0
A,101501,0,0,0
A,101503,0,0,0
A,101506,0,0,0
A,101507,0,0,0
A,101510,0,0,0
A,101513,1,29.91,29.91
A,101514,0,0,0
A,101518,0,0,0
A,101520,0,0,0
A,101521,0,0,0
A,101522,0,0,0
A,101526,0,0,0
A,101528,0,0,0
A,101529,0,0,0
A,101533,0,0,0
A,101534,0,0,0
A,101536,0,0,0
A,101538,0,0,0
A,101539,0,0,0
A,101541,0,0,0
A,101546,0,0,0
A,101549,0,0,0
A,101550,3,42.13,126.38
A,101551,0,0,0
A,101552,0,0,0
A,101553,3,87.89,263.67
A,101555,0,0,0
A,101556,0,0,0
A,101557,0,0,0
A,101559,0,0,0
A,101562,0,0,0
A,101566,0,0,0
A,101570,0,0,0
A,101571,0,0,0
A,101572,0,0,0
A,101573,0,0,0
A,101574,0,0,0
A,101577,0,0,0
A,101581,0,0,0
A,101582,0,0,0
A,101584,0,0,0
A,101587,0,0,0
A,101590,0,0,0
A,101593,0,0,0
A,101597,0,0,0
A,101599,0,0,0
A,101601,0,0,0
A,101602,0,0,0
A,101607,0,0,0
A,101608,0,0,0
A,101609,0,0,0
A,101612,0,0,0
A,101613,0,0,0
A,101615,0,0,0
A,101617,0,0,0
A,101620,0,0,0
A,101621,0,0,0
A,101622,0,0,0
A,101623,0,0,0
A,101625,0,0,0
A,101627,0,0,0
A,101628,0,0,0
A,101632,0,0,0
A,101633,0,0,0
A,101635,0,0,0
A,101637,0,0,0
A,101639,0,0,0
A,101640,0,0,0
A,101641,0,0,0
A,101643,0,0,0
A,101645,0,0,0
A,101646,0,0,0
A,101647,0,0,0
A,101659,0,0,0
A,101660,0,0,0
A,101661,0,0,0
A,101665,0,0,0
A,101666,0,0,0
A,101667,9,40.71,366.42
A,101670,0,0,0
A,101672,0,0,0
A,101673,0,0,0
A,101677,0,0,0
A,101678,0,0,0
A,101679,1,19.44,19.44
A,101687,0,0,0
A,101688,0,0,0
A,101690,0,0,0
A,101692,0,0,0
A,101693,0,0,0
A,101694,0,0,0
A,101698,0,0,0
A,101700,0,0,0
A,101703,0,0,0
A,101708,0,0,0
A,101709,0,0,0
A,101714,0,0,0
A,101720,0,0,0
A,101722,0,0,0
A,101724,0,0,0
A,101725,0,0,0
A,101727,0,0,0
A,101728,0,0,0
A,101730,0,0,0
A,101733,0,0,0
A,101736,0,0,0
A,101739,7,37.95,265.64
A,101740,0,0,0
A,101741,0,0,0
A,101743,0,0,0
A,101746,0,0,0
A,101747,0,0,0
A,101748,0,0,0
A,101749,0,0,0
A,101750,0,0,0
A,101752,0,0,0
A,101754,0,0,0
A,101760,0,0,0
A,101763,0,0,0
A,101764,0,0,0
A,101765,0,0,0
A,101766,0,0,0
A,101768,1,32.47,32.47
A,101769,0,0,0
A,101770,0,0,0
A,101771,0,0,0
A,101772,0,0,0
A,101774,0,0,0
A,101777,0,0,0
A,101778,0,0,0
A,101780,0,0,0
A,101781,0,0,0
A,101783,0,0,0
A,101786,0,0,0
A,101787,1,9.62,9.62
A,101790,0,0,0
A,101791,0,0,0
A,101796,0,0,0
A,101799,0,0,0
A,101802,0,0,0
A,101804,2,24.42,48.84
A,101807,3,29.30,87.89
A,101808,0,0,0
A,101809,0,0,0
A,101811,0,0,0
A,101812,0,0,0
A,101816,0,0,0
A,101817,0,0,0
A,101818,0,0,0
A,101820,4,17.28,69.10
A,101824,0,0,0
A,101826,1,131.12,131.12
A,101828,0,0,0
A,101830,0,0,0
A,101831,0,0,0
A,101832,0,0,0
A,101834,0,0,0
A,101836,0,0,0
A,101837,0,0,0
A,101841,0,0,0
A,101844,0,0,0
A,101846,0,0,0
A,101848,0,0,0
A,101849,0,0,0
A,101850,0,0,0
A,101854,0,0,0
A,101856,0,0,0
A,101857,0,0,0
A,101858,0,0,0
A,101859,0,0,0
A,101860,0,0,0
A,101863,2,37.39,74.79
A,101865,0,0,0
A,101868,0,0,0
A,101869,0,0,0
A,101872,0,0,0
A,101875,0,0,0
A,101881,2,17.28,34.55
A,101882,0,0,0
A,101885,0,0,0
A,101887,0,0,0
A,101893,0,0,0
A,101896,0,0,0
A,101899,0,0,0
A,101900,0,0,0
A,101901,0,0,0
A,101902,0,0,0
A,101904,0,0,0
A,101905,0,0,0
A,101906,0,0,0
A,101907,0,0,0
A,101909,0,0,0
A,101911,0,0,0
A,101916,0,0,0
A,101917,0,0,0
A,101919,4,51.44,205.75
A,101921,0,0,0
A,101922,0,0,0
A,101925,0,0,0
A,101929,0,0,0
A,101930,0,0,0
A,101931,0,0,0
A,101936,0,0,0
A,101938,0,0,0
A,101939,0,0,0
A,101941,0,0,0
A,101943,0,0,0
A,101944,0,0,0
A,101947,0,0,0
A,101949,0,0,0
A,101953,0,0,0
A,101954,0,0,0
A,101955,0,0,0
A,101956,0,0,0
A,101958,0,0,0
A,101960,0,0,0
A,101963,0,0,0
A,101965,0,0,0
A,101967,0,0,0
A,101970,0,0,0
A,101973,0,0,0
A,101974,0,0,0
A,101975,0,0,0
A,101982,0,0,0
A,101983,0,0,0
A,101986,0,0,0
A,101989,0,0,0
A,101990,0,0,0
A,101992,0,0,0
A,101994,0,0,0
A,101995,0,0,0
A,101996,0,0,0
A,101997,0,0,0
A,101998,0,0,0
A,101999,0,0,0
A,102000,0,0,0
A,102001,0,0,0
A,102003,0,0,0
A,102008,0,0,0
A,102010,0,0,0
A,102011,0,0,0
A,102012,0,0,0
A,102014,0,0,0
A,102019,0,0,0
A,102023,0,0,0
A,102024,0,0,0
A,102026,0,0,0
A,102032,0,0,0
A,102034,0,0,0
A,102037,0,0,0
A,102038,0,0,0
A,102039,0,0,0
A,102040,0,0,0
A,102043,0,0,0
A,102044,0,0,0
A,102047,0,0,0
A,102049,0,0,0
A,102050,0,0,0
A,102051,0,0,0
A,102052,0,0,0
A,102053,0,0,0
A,102054,0,0,0
A,102056,0,0,0
A,102060,2,11.16,22.33
A,102061,0,0,0
A,102062,0,0,0
A,102065,0,0,0
A,102066,0,0,0
A,102069,0,0,0
A,102071,0,0,0
A,102075,0,0,0
A,102077,0,0,0
A,102080,0,0,0
A,102082,0,0,0
A,102083,0,0,0
A,102087,0,0,0
A,102090,0,0,0
A,102091,0,0,0
A,102092,0,0,0
A,102096,0,0,0
A,102097,0,0,0
A,102098,0,0,0
A,102100,0,0,0
A,102101,0,0,0
A,102102,0,0,0
A,102103,0,0,0
A,102104,0,0,0
A,102105,0,0,0
A,102106,0,0,0
A,102109,0,0,0
A,102114,0,0,0
A,102117,0,0,0
A,102118,0,0,0
A,102119,0,0,0
A,102122,0,0,0
A,102125,0,0,0
A,102128,0,0,0
A,102129,0,0,0
A,102132,0,0,0
A,102133,0,0,0
A,102136,0,0,0
A,102140,0,0,0
A,102144,0,0,0
A,102145,0,0,0
A,102147,0,0,0
A,102150,0,0,0
A,102151,0,0,0
A,102153,0,0,0
A,102156,0,0,0
A,102157,0,0,0
A,102158,1,15.81,15.81
A,102159,0,0,0
A,102160,0,0,0
A,102162,0,0,0
A,102163,0,0,0
A,102164,0,0,0
A,102171,0,0,0
A,102172,0,0,0
A,102175,0,0,0
A,102176,6,20.47,122.82
A,102182,0,0,0
A,102184,0,0,0
A,102185,0,0,0
A,102187,0,0,0
A,102188,0,0,0
A,102189,0,0,0
A,102190,0,0,0
A,102196,0,0,0
A,102197,0,0,0
A,102199,0,0,0
A,102204,0,0,0
A,102205,1,10.25,10.25
A,102206,0,0,0
A,102209,0,0,0
A,102210,3,42.75,128.24
A,102212,0,0,0
A,102217,0,0,0
A,102220,0,0,0
A,102223,0,0,0
A,102226,0,0,0
A,102227,0,0,0
A,102228,0,0,0
A,102231,0,0,0
A,102233,0,0,0
A,102239,0,0,0
A,102242,0,0,0
A,102246,0,0,0
A,102249,0,0,0
A,102250,0,0,0
A,102255,0,0,0
A,102259,0,0,0
A,102260,0,0,0
A,102261,0,0,0
A,102262,0,0,0
A,102263,0,0,0
A,102266,0,0,0
A,102268,2,119.93,239.85
A,102270,1,43.25,43.25
A,102272,0,0,0
A,102273,0,0,0
A,102275,0,0,0
A,102277,0,0,0
A,102279,0,0,0
A,102282,0,0,0
A,102283,2,96.82,193.64
A,102284,0,0,0
A,102285,0,0,0
A,102286,0,0,0
A,102288,0,0,0
A,102289,0,0,0
A,102290,0,0,0
A,102291,0,0,0
A,102293,0,0,0
A,102294,0,0,0
A,102296,0,0,0
A,102297,0,0,0
A,102298,0,0,0
A,102299,0,0,0
A,102300,4,61.57,246.28
A,102302,0,0,0
A,102303,0,0,0
A,102304,0,0,0
A,102307,0,0,0
A,102310,0,0,0
A,102311,0,0,0
A,102312,0,0,0
A,102313,0,0,0
A,102318,0,0,0
A,102323,0,0,0
A,102326,0,0,0
A,102328,0,0,0
A,102329,0,0,0
A,102331,0,0,0
A,102332,0,0,0
A,102336,0,0,0
A,102337,0,0,0
A,102338,0,0,0
A,102339,0,0,0
A,102341,0,0,0
A,102343,0,0,0
A,102344,0,0,0
A,102345,0,0,0
A,102346,0,0,0
A,102349,0,0,0
A,102355,0,0,0
A,102358,0,0,0
A,102359,0,0,0
A,102361,0,0,0
A,102364,0,0,0
A,102365,0,0,0
A,102368,0,0,0
A,102370,3,4.42,13.26
A,102371,0,0,0
A,102372,0,0,0
A,102373,0,0,0
A,102376,0,0,0
A,102381,0,0,0
A,102382,0,0,0
A,102385,0,0,0
A,102388,0,0,0
A,102389,0,0,0
A,102390,0,0,0
A,102391,0,0,0
A,102392,0,0,0
A,102394,0,0,0
A,102395,0,0,0
A,102396,0,0,0
A,102398,0,0,0
A,102399,0,0,0
A,102401,0,0,0
A,102406,3,13.88,41.63
A,102408,0,0,0
A,102409,5,29.63,148.14
A,102410,0,0,0
A,102412,0,0,0
A,102413,0,0,0
A,102414,0,0,0
A,102415,0,0,0
A,102416,0,0,0
A,102418,0,0,0
A,102419,0,0,0
A,102420,0,0,0
A,102421,0,0,0
A,102424,0,0,0
A,102425,0,0,0
A,102427,0,0,0
A,102428,0,0,0
A,102429,0,0,0
A,102431,0,0,0
A,102432,0,0,0
A,102436,0,0,0
A,102438,0,0,0
A,102439,0,0,0
A,102441,0,0,0
A,102442,0,0,0
A,102443,0,0,0
A,102444,0,0,0
A,102445,0,0,0
A,102446,0,0,0
A,102447,0,0,0
A,102451,0,0,0
A,102453,0,0,0
A,102454,0,0,0
A,102456,0,0,0
A,102459,0,0,0
A,102460,5,41.44,207.20
A,102462,0,0,0
A,102464,0,0,0
A,102466,0,0,0
A,102468,0,0,0
A,102470,0,0,0
A,102472,0,0,0
A,102473,0,0,0
A,102475,0,0,0
A,102478,0,0,0
A,102479,0,0,0
A,102480,0,0,0
A,102481,0,0,0
A,102484,0,0,0
A,102487,0,0,0
A,102488,0,0,0
A,102493,0,0,0
A,102499,0,0,0
A,102501,0,0,0
A,102502,0,0,0
A,102503,0,0,0
A,102506,0,0,0
A,102512,0,0,0
A,102515,0,0,0
A,102516,0,0,0
A,102519,0,0,0
A,102520,0,0,0
A,102524,0,0,0
A,102527,0,0,0
A,102529,0,0,0
A,102531,0,0,0
A,102532,0,0,0
A,102533,0,0,0
A,102536,0,0,0
A,102538,0,0,0
A,102540,0,0,0
A,102542,0,0,0
A,102543,0,0,0
A,102545,0,0,0
A,102548,0,0,0
A,102549,0,0,0
A,102551,0,0,0
A,102552,0,0,0
A,102553,0,0,0
