user_id,registration_date,age,city,device,is_new_user
100219,2025-05-17,20,Новосибирск,iOS,0
100220,2026-03-09,31,Новосибирск,Android,1
100221,2025-05-04,37,Москва,iOS,0
100222,2025-06-08,47,Москва,Android,0
100223,2025-04-30,27,Екатеринбург,Android,0
100224,2026-02-13,47,Казань,Android,0
100225,2025-11-12,28,Казань,Android,0
100226,2025-05-10,26,Санкт-Петербург,Android,0
100227,2025-02-23,27,Самара,Android,0
100228,2026-01-20,22,Екатеринбург,Android,0
100229,2025-01-31,38,Москва,Android,0
100230,2025-09-29,47,Екатеринбург,iOS,0
100231,2026-04-11,49,Москва,Android,1
100232,2025-09-06,22,Екатеринбург,iOS,0
100233,2025-02-01,28,Казань,iOS,0
100234,2026-01-14,46,Самара,iOS,0
100235,2025-05-26,29,Новосибирск,Android,0
100236,2025-02-23,27,Нижний Новгород,iOS,0
100237,2026-02-26,58,Новосибирск,Android,0
100238,2025-08-01,55,Санкт-Петербург,Android,0
100239,2025-04-30,42,Санкт-Петербург,Android,0
100240,2025-03-16,29,Екатеринбург,Android,0
100241,2025-10-31,37,Санкт-Петербург,iOS,0
100242,2025-11-28,26,Нижний Новгород,Android,0
100243,2025-05-07,52,Новосибирск,iOS,0
100244,2025-04-06,18,Новосибирск,Android,0
100245,2026-01-14,45,Санкт-Петербург,iOS,0
100246,2026-03-28,33,Новосибирск,iOS,1
100247,2025-11-23,27,Самара,Android,0
100248,2025-08-23,31,Самара,iOS,0
100249,2025-10-31,28,Екатеринбург,Android,0
100250,2025-03-02,37,Москва,iOS,0
100251,2024-12-17,37,Нижний Новгород,Android,0
100252,2026-03-11,37,Екатеринбург,iOS,1
100253,2025-02-04,18,Санкт-Петербург,iOS,0
100254,2026-04-17,40,Санкт-Петербург,Android,1
100255,2025-01-04,24,Екатеринбург,iOS,0
100256,2025-05-17,18,Екатеринбург,iOS,0
100257,2025-09-17,48,Нижний Новгород,Android,0
100258,2025-10-05,27,Самара,iOS,0
100259,2025-04-06,51,Самара,iOS,0
100260,2026-01-20,27,Екатеринбург,Android,0
100261,2026-04-17,25,Санкт-Петербург,Android,1
100262,2025-12-21,39,Новосибирск,iOS,0
100263,2026-04-08,39,Нижний Новгород,iOS,1
100264,2026-04-09,19,Казань,iOS,1
100265,2025-01-28,40,Москва,Android,0
100266,2025-06-04,44,Казань,iOS,0
100267,2025-08-05,25,Екатеринбург,iOS,0
100268,2025-08-07,21,Санкт-Петербург,Android,0
100269,2025-03-25,45,Санкт-Петербург,iOS,0
100270,2025-12-20,44,Новосибирск,iOS,0
100271,2025-06-19,33,Казань,Android,0
100272,2026-02-16,18,Самара,iOS,0
100273,2025-01-08,21,Новосибирск,Android,0
100274,2025-12-05,35,Санкт-Петербург,iOS,0
100275,2025-03-01,32,Екатеринбург,Android,0
100276,2025-02-15,24,Нижний Новгород,iOS,0
100277,2025-12-16,32,Новосибирск,iOS,0
100278,2025-01-16,36,Екатеринбург,Android,0
100279,2025-03-27,25,Нижний Новгород,Android,0
100280,2026-03-15,21,Санкт-Петербург,Android,1
100281,2026-04-01,24,Самара,Android,1
100282,2025-08-01,40,Самара,iOS,0
100283,2025-07-19,26,Новосибирск,Android,0
100284,2025-10-24,26,Москва,Android,0
100285,2025-01-31,28,Казань,Android,0
100286,2026-02-20,31,Нижний Новгород,Android,0
100287,2025-07-29,21,Казань,iOS,0
100288,2025-03-25,18,Казань,iOS,0
100289,2025-08-27,29,Москва,iOS,0
100290,2025-11-03,46,Екатеринбург,iOS,0
100291,2025-06-24,29,Москва,Android,0
100292,2025-06-02,21,Самара,iOS,0
100293,2026-03-16,27,Санкт-Петербург,Android,1
100294,2026-01-22,20,Екатеринбург,Android,0
100295,2025-08-10,50,Екатеринбург,Android,0
100296,2025-04-25,27,Екатеринбург,Android,0
100297,2025-05-12,25,Самара,Android,0
100298,2025-10-28,36,Москва,iOS,0
100299,2025-12-27,40,Новосибирск,iOS,0
100300,2025-02-02,18,Новосибирск,Android,0
100301,2025-11-26,27,Санкт-Петербург,Android,0
100302,2026-01-24,36,Казань,iOS,0
100303,2025-03-25,36,Новосибирск,Android,0
100304,2025-07-20,41,Нижний Новгород,iOS,0
100305,2026-03-15,48,Казань,iOS,1
100306,2025-08-06,31,Самара,iOS,0
100307,2026-02-09,20,Екатеринбург,Android,0
100308,2025-10-13,40,Казань,iOS,0
100309,2026-03-04,35,Казань,iOS,1
100310,2025-05-29,39,Самара,iOS,0
100311,2025-03-19,21,Москва,iOS,0
100312,2025-09-24,43,Самара,iOS,0
100313,2024-12-17,35,Нижний Новгород,Android,0
100314,2025-10-18,31,Нижний Новгород,Android,0
100315,2026-01-01,18,Санкт-Петербург,iOS,0
100316,2024-12-22,29,Екатеринбург,iOS,0
100317,2024-12-29,32,Нижний Новгород,Android,0
100318,2025-11-12,18,Москва,iOS,0
100319,2025-04-13,32,Казань,iOS,0
100320,2026-02-03,27,Екатеринбург,iOS,0
100321,2026-01-19,38,Санкт-Петербург,iOS,0
100322,2025-12-11,38,Москва,iOS,0
100323,2025-08-08,36,Новосибирск,Android,0
100324,2025-06-19,34,Екатеринбург,Android,0
100325,2025-08-16,46,Самара,iOS,0
100326,2025-12-29,22,Новосибирск,iOS,0
100327,2025-01-20,21,Екатеринбург,Android,0
100328,2025-10-25,43,Новосибирск,iOS,0
100329,2026-02-27,56,Самара,Android,0
100330,2025-05-29,24,Нижний Новгород,iOS,0
100331,2026-02-23,35,Москва,Android,0
100332,2026-01-21,38,Самара,iOS,0
100333,2025-08-11,40,Москва,Android,0
100334,2025-07-12,32,Новосибирск,Android,0
100335,2026-02-26,34,Новосибирск,iOS,0
100336,2026-04-08,34,Казань,Android,1
100337,2025-10-30,34,Новосибирск,Android,0
100338,2025-05-10,49,Самара,iOS,0
100339,2025-12-27,23,Казань,iOS,0
100340,2025-09-21,29,Самара,iOS,0
100341,2026-02-08,36,Москва,iOS,0
100342,2025-02-24,43,Самара,Android,0
100343,2025-07-03,28,Нижний Новгород,iOS,0
100344,2025-09-25,34,Новосибирск,iOS,0
100345,2025-10-27,39,Екатеринбург,Android,0
100346,2025-07-05,38,Москва,iOS,0
100347,2025-08-12,40,Нижний Новгород,Android,0
100348,2025-01-12,39,Казань,iOS,0
100349,2025-10-31,35,Нижний Новгород,iOS,0
100350,2026-04-25,26,Новосибирск,iOS,1
100351,2026-01-07,39,Москва,iOS,0
100352,2025-01-09,38,Казань,Android,0
100353,2026-03-20,18,Екатеринбург,Android,1
100354,2026-04-01,30,Москва,Android,1
100355,2025-05-06,39,Самара,iOS,0
100356,2025-08-04,36,Самара,Android,0
100357,2025-07-22,41,Екатеринбург,Android,0
100358,2025-03-04,21,Екатеринбург,Android,0
100359,2024-12-17,41,Москва,iOS,0
100360,2025-11-13,49,Москва,Android,0
100361,2026-03-15,31,Самара,iOS,1
100362,2025-06-14,18,Новосибирск,Android,0
100363,2025-09-11,18,Москва,Android,0
100364,2025-04-06,33,Казань,Android,0
100365,2025-10-02,45,Самара,Android,0
100366,2026-01-29,43,Москва,iOS,0
100367,2025-08-31,27,Самара,iOS,0
100368,2026-03-27,34,Санкт-Петербург,Android,1
100369,2025-06-20,40,Новосибирск,iOS,0
100370,2026-01-11,28,Екатеринбург,Android,0
100371,2026-03-12,31,Нижний Новгород,iOS,1
100372,2025-07-08,48,Новосибирск,iOS,0
100373,2025-05-06,18,Самара,Android,0
100374,2024-12-19,39,Новосибирск,Android,0
100375,2025-02-27,21,Казань,iOS,0
100376,2025-07-13,45,Москва,Android,0
100377,2025-10-20,32,Нижний Новгород,Android,0
100378,2026-02-12,22,Нижний Новгород,iOS,0
100379,2025-11-04,31,Москва,Android,0
100380,2025-09-27,45,Екатеринбург,Android,0
100381,2026-01-26,31,Нижний Новгород,Android,0
100382,2025-07-12,49,Москва,Android,0
100383,2026-02-03,21,Екатеринбург,Android,0
100384,2026-04-11,18,Новосибирск,Android,1
100385,2025-03-31,46,Новосибирск,Android,0
100386,2026-04-05,57,Нижний Новгород,Android,1
100387,2025-06-18,32,Нижний Новгород,iOS,0
100388,2025-12-29,29,Москва,iOS,0
100389,2025-09-23,35,Новосибирск,Android,0
100390,2026-03-11,18,Екатеринбург,iOS,1
100391,2025-06-17,44,Самара,Android,0
100392,2025-05-25,41,Москва,Android,0
100393,2025-09-02,24,Санкт-Петербург,iOS,0
100394,2025-05-27,28,Нижний Новгород,Android,0
100395,2026-01-22,28,Москва,Android,0
100396,2025-07-15,37,Екатеринбург,Android,0
100397,2025-11-26,36,Екатеринбург,iOS,0
100398,2025-03-16,29,Казань,iOS,0
100399,2025-05-02,30,Самара,Android,0
100400,2025-05-23,23,Екатеринбург,iOS,0
100401,2025-07-18,40,Санкт-Петербург,Android,0
100402,2025-01-12,36,Москва,iOS,0
100403,2025-05-29,36,Нижний Новгород,Android,0
100404,2025-10-07,26,Нижний Новгород,iOS,0
100405,2025-03-20,36,Самара,iOS,0
100406,2025-02-19,51,Новосибирск,iOS,0
100407,2025-07-26,24,Москва,iOS,0
100408,2026-01-01,34,Москва,Android,0
100409,2025-11-02,18,Казань,iOS,0
100410,2026-04-24,42,Нижний Новгород,iOS,1
100411,2025-08-29,39,Екатеринбург,iOS,0
100412,2025-03-04,32,Казань,iOS,0
100413,2025-03-13,47,Казань,iOS,0
100414,2025-12-11,21,Москва,Android,0
100415,2026-03-04,44,Санкт-Петербург,iOS,1
100416,2025-03-26,23,Новосибирск,Android,0
100417,2025-04-21,21,Новосибирск,Android,0
100418,2025-08-27,34,Самара,iOS,0
100419,2026-02-25,25,Казань,Android,0
100420,2025-09-20,25,Нижний Новгород,Android,0
100421,2025-04-09,40,Казань,iOS,0
100422,2026-03-01,48,Нижний Новгород,Android,0
100423,2025-04-13,44,Самара,iOS,0
100424,2025-02-06,40,Санкт-Петербург,Android,0
100425,2025-05-28,42,Казань,iOS,0
100426,2025-12-19,41,Екатеринбург,iOS,0
100427,2025-11-14,54,Новосибирск,iOS,0
100428,2025-12-08,51,Санкт-Петербург,Android,0
100429,2026-04-20,36,Самара,Android,1
100430,2025-07-18,24,Екатеринбург,Android,0
100431,2025-11-23,25,Самара,Android,0
100432,2025-08-07,30,Казань,Android,0
100433,2025-06-26,18,Новосибирск,Android,0
100434,2025-06-05,42,Новосибирск,Android,0
100435,2025-02-26,25,Казань,Android,0
100436,2025-06-04,41,Нижний Новгород,iOS,0
100437,2025-04-27,39,Новосибирск,Android,0
100438,2026-02-02,30,Екатеринбург,iOS,0
100439,2025-02-06,36,Москва,iOS,0
100440,2025-11-04,43,Казань,Android,0
100441,2026-01-10,49,Казань,Android,0
100442,2025-02-10,43,Казань,iOS,0
100443,2025-06-20,35,Нижний Новгород,Android,0
100444,2025-12-15,36,Нижний Новгород,Android,0
100445,2025-11-24,21,Москва,iOS,0
100446,2026-01-01,56,Санкт-Петербург,iOS,0
100447,2025-05-24,28,Екатеринбург,Android,0
100448,2025-06-29,20,Новосибирск,Android,0
100449,2025-10-15,36,Казань,Android,0
100450,2025-04-21,39,Самара,iOS,0
100451,2026-04-04,44,Нижний Новгород,Android,1
100452,2025-04-24,31,Новосибирск,Android,0
100453,2025-04-04,34,Казань,iOS,0
100454,2025-11-06,43,Казань,Android,0
100455,2025-12-11,32,Санкт-Петербург,iOS,0
100456,2025-09-07,49,Казань,Android,0
100457,2025-10-14,22,Новосибирск,Android,0
100458,2025-05-22,40,Санкт-Петербург,Android,0
100459,2025-08-23,34,Самара,iOS,0
100460,2026-03-08,26,Самара,Android,1
100461,2026-04-17,44,Самара,iOS,1
100462,2025-02-20,32,Санкт-Петербург,iOS,0
100463,2024-12-27,36,Екатеринбург,Android,0
100464,2026-03-05,31,Нижний Новгород,iOS,1
100465,2025-12-27,19,Нижний Новгород,Android,0
100466,2025-01-03,38,Казань,iOS,0
100467,2025-10-06,50,Новосибирск,Android,0
100468,2025-08-27,40,Санкт-Петербург,Android,0
100469,2025-02-25,45,Москва,iOS,0
100470,2025-07-15,50,Екатеринбург,iOS,0
100471,2025-12-10,43,Новосибирск,iOS,0
100472,2025-12-07,39,Новосибирск,Android,0
100473,2025-01-02,45,Нижний Новгород,iOS,0
100474,2025-03-28,21,Екатеринбург,Android,0
100475,2025-10-21,36,Новосибирск,iOS,0
100476,2025-07-26,40,Новосибирск,Android,0
100477,2025-02-03,38,Самара,iOS,0
100478,2025-09-25,39,Екатеринбург,Android,0
100479,2025-06-02,35,Санкт-Петербург,Android,0
100480,2026-01-19,29,Самара,Android,0
100481,2025-11-15,44,Москва,Android,0
100482,2026-03-15,36,Москва,iOS,1
100483,2026-03-16,21,Санкт-Петербург,Android,1
100484,2025-02-27,42,Казань,iOS,0
100485,2025-10-20,40,Новосибирск,iOS,0
100486,2025-08-31,42,Казань,Android,0
100487,2025-08-27,49,Екатеринбург,Android,0
100488,2025-05-24,36,Москва,Android,0
100489,2026-01-22,23,Новосибирск,iOS,0
100490,2026-02-05,39,Новосибирск,Android,0
100491,2026-01-18,47,Нижний Новгород,Android,0
100492,2025-06-22,29,Самара,iOS,0
100493,2025-02-28,22,Санкт-Петербург,Android,0
100494,2025-06-09,41,Москва,iOS,0
100495,2026-03-20,55,Казань,iOS,1
100496,2025-08-09,24,Новосибирск,Android,0
100497,2025-06-14,26,Нижний Новгород,Android,0
100498,2025-03-08,18,Казань,Android,0
100499,2025-03-28,40,Казань,iOS,0
100500,2025-05-08,27,Новосибирск,Android,0
100501,2026-01-07,30,Екатеринбург,iOS,0
100502,2025-10-27,27,Казань,iOS,0
100503,2025-08-15,30,Нижний Новгород,Android,0
100504,2025-05-17,19,Москва,Android,0
100505,2025-03-31,36,Москва,iOS,0
100506,2025-01-08,63,Казань,Android,0
100507,2025-01-11,27,Екатеринбург,Android,0
100508,2025-01-21,28,Нижний Новгород,iOS,0
100509,2026-01-20,33,Нижний Новгород,Android,0
100510,2026-01-25,39,Москва,iOS,0
100511,2026-04-09,37,Екатеринбург,iOS,1
100512,2025-02-22,52,Новосибирск,Android,0
100513,2025-06-14,18,Нижний Новгород,iOS,0
100514,2025-05-25,44,Новосибирск,iOS,0
100515,2026-04-21,26,Москва,iOS,1
100516,2025-01-23,18,Новосибирск,Android,0
100517,2025-07-18,20,Санкт-Петербург,Android,0
100518,2025-09-09,31,Самара,iOS,0
100519,2025-05-10,22,Казань,Android,0
100520,2025-06-12,44,Екатеринбург,Android,0
100521,2025-08-21,43,Самара,iOS,0
100522,2025-11-06,32,Нижний Новгород,iOS,0
100523,2025-04-10,44,Новосибирск,Android,0
100524,2026-01-05,19,Санкт-Петербург,iOS,0
100525,2025-09-24,29,Новосибирск,iOS,0
100526,2025-01-21,41,Санкт-Петербург,Android,0
100527,2025-01-31,39,Екатеринбург,iOS,0
100528,2026-02-17,24,Самара,Android,0
100529,2025-06-26,33,Казань,iOS,0
100530,2025-10-21,43,Нижний Новгород,Android,0
100531,2025-10-18,39,Самара,iOS,0
100532,2026-02-25,31,Новосибирск,Android,0
100533,2025-03-23,22,Самара,Android,0
100534,2025-11-04,31,Москва,iOS,0
100535,2025-10-12,34,Казань,iOS,0
100536,2025-03-01,41,Казань,iOS,0
100537,2026-01-29,36,Нижний Новгород,Android,0
100538,2026-04-04,34,Москва,Android,1
100539,2025-07-27,25,Екатеринбург,iOS,0
100540,2025-08-15,28,Казань,iOS,0
100541,2025-03-18,30,Новосибирск,iOS,0
100542,2025-07-04,28,Новосибирск,Android,0
100543,2025-01-23,40,Самара,iOS,0
100544,2026-02-06,27,Москва,iOS,0
100545,2026-03-28,18,Екатеринбург,iOS,1
100546,2025-11-29,27,Санкт-Петербург,iOS,0
100547,2025-11-19,31,Санкт-Петербург,iOS,0
100548,2026-02-16,20,Москва,iOS,0
100549,2025-05-23,20,Санкт-Петербург,Android,0
100550,2025-08-13,51,Екатеринбург,Android,0
100551,2025-01-22,24,Казань,iOS,0
100552,2026-02-19,25,Нижний Новгород,Android,0
100553,2025-06-11,20,Нижний Новгород,Android,0
100554,2026-01-25,25,Москва,Android,0
100555,2026-02-25,31,Казань,iOS,0
100556,2026-01-03,26,Санкт-Петербург,iOS,0
100557,2025-11-07,28,Новосибирск,Android,0
100558,2025-12-28,32,Новосибирск,iOS,0
100559,2025-08-29,34,Казань,iOS,0
100560,2025-09-07,56,Нижний Новгород,Android,0
100561,2025-01-07,34,Новосибирск,Android,0
100562,2025-10-18,18,Екатеринбург,Android,0
100563,2026-02-19,46,Самара,Android,0
100564,2025-09-06,21,Санкт-Петербург,iOS,0
100565,2025-01-09,18,Санкт-Петербург,Android,0
100566,2025-09-30,33,Санкт-Петербург,iOS,0
100567,2025-08-22,39,Самара,iOS,0
100568,2026-03-08,31,Казань,iOS,1
100569,2025-11-15,37,Новосибирск,Android,0
100570,2026-04-05,25,Санкт-Петербург,iOS,1
100571,2025-11-13,39,Казань,iOS,0
100572,2025-07-23,37,Самара,Android,0
100573,2025-03-26,38,Екатеринбург,Android,0
100574,2026-01-18,24,Новосибирск,iOS,0
100575,2025-07-13,54,Новосибирск,iOS,0
100576,2025-07-25,26,Самара,iOS,0
100577,2025-09-22,67,Нижний Новгород,iOS,0
100578,2025-10-15,36,Екатеринбург,Android,0
100579,2026-04-28,21,Нижний Новгород,Android,1
